timestamp,open,high,low,close,volume
1733187600000,149.867,149.971,149.594,149.871,31142.3301
1733191200000,149.872,149.996,149.787,149.859,23985.2695
1733194800000,149.858,150.135,149.845,150.092,22356.7598
1733198400000,150.093,150.217,150.046,150.144,17906.2793
1733202000000,150.144,150.234,149.988,150.025,21622.9707
1733205600000,150.026,150.164,149.963,150.11,22231.1309
1733209200000,150.11,150.13,149.873,150.004,28203.25
1733212800000,150.006,150.182,149.823,149.916,41330.8711
1733216400000,149.917,149.956,149.774,149.814,35750.3086
1733220000000,149.812,150.079,149.765,150.046,26270.6992
1733223600000,150.044,150.107,149.681,149.73,23135.0293
1733227200000,149.731,149.872,149.597,149.683,28217.7402
1733230800000,149.682,149.696,148.799,148.854,39742.1914
1733234400000,148.855,149.072,148.646,148.816,53363.8008
1733238000000,148.818,149.249,148.756,149.15,63657.5313
1733241600000,149.152,149.517,149.081,149.118,46216.5313
1733245200000,149.125,149.508,149.083,149.206,36434.1602
1733248800000,149.205,149.21,148.981,149.039,28458.8105
1733252400000,149.039,149.538,148.962,149.505,23901.5195
1733256000000,149.505,149.521,149.402,149.454,17526.0195
1733259600000,149.456,149.636,149.445,149.574,5613.1802
1733263200000,149.571,149.601,149.564,149.566,705.09
1733266800000,149.582,149.698,149.566,149.613,7521.1401
1733270400000,149.613,149.911,149.52,149.87,28762.3906
1733274000000,149.872,150.079,149.679,149.926,21359.5098
1733277600000,149.927,149.952,149.689,149.774,11077.5703
1733281200000,149.776,149.935,149.624,149.932,16537.5996
1733284800000,149.933,150.167,149.877,149.967,16216.2998
1733288400000,149.968,150.103,149.88,150.095,14843.8301
1733292000000,150.094,150.167,149.856,150.006,14166.29
1733295600000,150.006,150.436,149.978,150.381,24502.1504
1733299200000,150.382,150.542,150.297,150.435,25718.0801
1733302800000,150.436,150.779,150.431,150.625,33770.4492
1733306400000,150.623,150.891,150.614,150.864,31320.9102
1733310000000,150.864,151.046,150.776,150.885,32388.9902
1733313600000,150.886,151.224,150.858,151.17,32914.7188
1733317200000,151.17,151.228,150.79,151.071,45639.8203
1733320800000,151.07,151.128,150.808,150.848,36388.75
1733324400000,150.85,150.85,150.281,150.394,56346.9492
1733328000000,150.395,150.443,150.053,150.184,39726.1094
1733331600000,150.185,150.24,149.991,150.168,25838.8301
1733335200000,150.167,150.421,150.038,150.408,20144.3008
1733338800000,150.409,150.592,150.219,150.438,32620.5508
1733342400000,150.438,150.67,150.436,150.521,24895.2109
1733346000000,150.519,150.659,150.484,150.539,8301.8398
1733349600000,150.525,150.555,150.445,150.505,971.31
1733353200000,150.518,150.774,150.509,150.547,10982.9502
1733356800000,150.547,150.547,150.191,150.221,28878.2305
1733360400000,150.221,150.68,150.185,150.536,30699.5605
1733364000000,150.536,150.561,150.215,150.333,24458.2695
1733367600000,150.335,150.342,150.195,150.287,18294.9297
1733371200000,150.285,150.424,150.234,150.387,16931.4199
1733374800000,150.389,150.395,149.783,149.931,26285.0508
1733378400000,149.927,149.928,149.659,149.778,32030.0898
1733382000000,149.778,150.018,149.711,149.785,34828.6914
1733385600000,149.783,150.211,149.654,150.189,41032.4492
1733389200000,150.189,150.312,150.105,150.308,32327.3008
1733392800000,150.306,150.348,150.09,150.117,27817.4297
1733396400000,150.118,150.234,150.04,150.157,24710.5898
1733400000000,150.155,150.503,150.144,150.4,32759.4102
1733403600000,150.4,150.695,150.186,150.605,53864.4883
1733407200000,150.605,150.615,150.274,150.483,48161.5
1733410800000,150.483,150.5,150.174,150.248,48814.5195
1733414400000,150.249,150.337,150.098,150.201,38323.8906
1733418000000,150.2,150.216,150.068,150.129,23539.9102
1733421600000,150.134,150.349,150.119,150.154,17261.3105
1733425200000,150.154,150.154,149.918,150.018,24970.6895
1733428800000,150.02,150.105,149.95,150.08,16373.8398
1733432400000,150.079,150.122,150.048,150.088,7606.6802
1733436000000,150.012,150.084,149.929,150.05,1989.51
1733439600000,150.067,150.231,150.048,150.118,5534.6201
1733443200000,150.121,150.272,149.861,150.099,29605.0391
1733446800000,150.096,150.223,150.017,150.042,28838.9902
1733450400000,150.041,150.042,149.814,149.83,19994.1699
1733454000000,149.827,149.918,149.768,149.876,17567.0391
1733457600000,149.878,150.02,149.829,149.977,17886.4004
1733461200000,149.978,150.067,149.876,149.936,18250.1992
1733464800000,149.935,150.02,149.77,149.863,19534.9004
1733468400000,149.863,150.169,149.818,150.091,28047.1504
1733472000000,150.094,150.416,150.09,150.366,29266.6797
1733475600000,150.367,150.604,150.361,150.574,21857.8906
1733479200000,150.575,150.698,150.5,150.571,20773.7891
1733482800000,150.572,150.619,150.472,150.506,18387.8496
1733486400000,150.507,150.656,150.368,150.405,24459.3691
1733490000000,150.405,150.572,149.65,149.66,59945.8984
1733493600000,149.662,149.884,149.36,149.65,69141.6094
